policy_id,customer_id,vehicle_id,policy_type,policy_version_id,coverage_limit,deductible,start_date,end_date,status
P008162,C006899,V006113,COMPREHENSIVE,PV-COMP-V2,330000.0,15400.0,2024-08-09,2025-08-09,EXPIRED
P008163,C007549,V010613,COMPREHENSIVE,PV-COMP-V2,1502000.0,39200.0,2023-11-02,2024-11-01,EXPIRED
P008164,C000097,V003203,COMPREHENSIVE,PV-COMP-V1,1036000.0,37100.0,2026-01-08,2027-01-08,ACTIVE
P008165,C001046,V012932,THEFT,PV-THEFT-V1,681000.0,27700.0,2025-04-03,2026-04-03,EXPIRED
P008166,C001894,V008917,THIRD_PARTY,PV-TP-V1,583000.0,11500.0,2024-07-04,2025-07-04,EXPIRED
P008167,C003519,V010316,COMPREHENSIVE,PV-COMP-V2,1403000.0,29400.0,2025-09-19,2026-09-19,ACTIVE
P008168,C003067,V007601,THEFT,PV-THEFT-V1,220000.0,7500.0,2024-11-02,2025-11-02,EXPIRED
P008169,C007331,V004188,COMPREHENSIVE,PV-COMP-V2,535000.0,12600.0,2025-10-13,2026-10-13,ACTIVE
P008170,C000046,V007854,COMPREHENSIVE,PV-COMP-V1,458000.0,13500.0,2025-08-28,2026-08-28,EXPIRED
P008171,C004677,V013257,COMPREHENSIVE,PV-COMP-V2,1055000.0,50400.0,2023-11-02,2024-11-01,EXPIRED
P008172,C004922,V012432,THIRD_PARTY,PV-TP-V1,1952000.0,51800.0,2024-11-10,2025-11-10,EXPIRED
P008173,C001785,V004825,THIRD_PARTY,PV-TP-V1,2941000.0,133000.0,2026-07-31,2027-07-31,ACTIVE
P008174,C005129,V008333,COMPREHENSIVE,PV-COMP-V2,482000.0,7900.0,2024-12-05,2025-12-05,EXPIRED
P008175,C002207,V006068,COMPREHENSIVE,PV-COMP-V1,515000.0,5700.0,2024-05-29,2025-05-29,EXPIRED
P008176,C005083,V002906,COMPREHENSIVE,PV-COMP-V2,896000.0,11500.0,2026-04-29,2027-04-29,ACTIVE
P008177,C000131,V004627,THEFT,PV-THEFT-V1,345000.0,7100.0,2026-02-13,2027-02-13,ACTIVE
P008178,C007153,V009636,THIRD_PARTY,PV-TP-V1,640000.0,14300.0,2026-01-15,2027-01-15,ACTIVE
P008179,C002804,V000997,COMPREHENSIVE,PV-COMP-V1,506000.0,10400.0,2023-09-29,2024-09-28,EXPIRED
P008180,C001375,V007132,THIRD_PARTY,PV-TP-V1,443000.0,17700.0,2024-07-30,2025-07-30,EXPIRED
P008181,C005742,V013514,COMMERCIAL,PV-COMM-V1,676000.0,7800.0,2024-03-03,2025-03-03,EXPIRED
P008182,C003342,V014514,COMPREHENSIVE,PV-COMP-V2,1025000.0,31100.0,2024-11-11,2025-11-11,EXPIRED
P008183,C008671,V007247,COMMERCIAL,PV-COMM-V1,272000.0,5100.0,2026-08-14,2027-08-14,ACTIVE
P008184,C008312,V010703,THIRD_PARTY,PV-TP-V1,1911000.0,38200.0,2026-02-09,2027-02-09,ACTIVE
P008185,C001647,V006409,THIRD_PARTY,PV-TP-V1,1273000.0,15400.0,2024-05-23,2025-05-23,EXPIRED
P008186,C000055,V007788,THIRD_PARTY,PV-TP-V1,457000.0,11800.0,2024-07-19,2025-07-19,EXPIRED
P008187,C004444,V006251,COMPREHENSIVE,PV-COMP-V1,557000.0,7800.0,2026-09-04,2027-09-04,ACTIVE
P008188,C003260,V009206,COMPREHENSIVE,PV-COMP-V1,1735000.0,22400.0,2024-08-03,2025-08-03,EXPIRED
P008189,C009064,V008056,THEFT,PV-THEFT-V1,2173000.0,95900.0,2024-11-02,2025-11-02,EXPIRED
P008190,C006258,V014297,THIRD_PARTY,PV-TP-V1,574000.0,28100.0,2024-11-09,2025-11-09,EXPIRED
P008191,C002557,V005524,COMPREHENSIVE,PV-COMP-V2,1596000.0,31700.0,2024-04-29,2025-04-29,EXPIRED
P008192,C001535,V013090,THIRD_PARTY,PV-TP-V1,703000.0,24500.0,2023-10-18,2024-10-17,EXPIRED
P008193,C000112,V007506,COMPREHENSIVE,PV-COMP-V1,1607000.0,74900.0,2025-04-02,2026-04-02,EXPIRED
P008194,C006566,V000157,COMPREHENSIVE,PV-COMP-V2,178000.0,4300.0,2026-05-22,2027-05-22,ACTIVE
P008195,C002557,V009869,COMPREHENSIVE,PV-COMP-V2,263000.0,10200.0,2025-02-26,2026-02-26,EXPIRED
P008196,C007327,V003086,COMPREHENSIVE,PV-COMP-V1,632000.0,28100.0,2023-10-31,2024-10-30,EXPIRED
P008197,C007054,V010426,THIRD_PARTY,PV-TP-V1,322000.0,11600.0,2023-11-01,2024-10-31,EXPIRED
P008198,C002235,V001553,COMMERCIAL,PV-COMM-V1,457000.0,21800.0,2025-07-21,2026-07-21,EXPIRED
P008199,C009622,V008775,COMPREHENSIVE,PV-COMP-V1,499000.0,13700.0,2024-04-25,2025-04-25,EXPIRED
P008200,C003038,V014599,COMPREHENSIVE,PV-COMP-V1,265000.0,4100.0,2025-08-21,2026-08-21,EXPIRED
P008201,C006947,V000496,COMPREHENSIVE,PV-COMP-V2,413000.0,13800.0,2024-03-09,2025-03-09,EXPIRED
P008202,C004164,V002322,COMPREHENSIVE,PV-COMP-V1,570000.0,26400.0,2026-03-22,2027-03-22,ACTIVE
P008203,C009119,V000913,THIRD_PARTY,PV-TP-V1,1062000.0,50200.0,2023-11-08,2024-11-07,EXPIRED
P008204,C002309,V009045,COMMERCIAL,PV-COMM-V1,650000.0,32000.0,2024-07-01,2025-07-01,EXPIRED
P008205,C008971,V000152,COMPREHENSIVE,PV-COMP-V1,409000.0,16500.0,2024-07-15,2025-07-15,EXPIRED
P008206,C007685,V013271,THIRD_PARTY,PV-TP-V1,682000.0,8200.0,2025-09-02,2026-09-02,EXPIRED
P008207,C008477,V011380,THEFT,PV-THEFT-V1,445000.0,8200.0,2024-05-28,2025-05-28,EXPIRED
P008208,C003530,V010244,THIRD_PARTY,PV-TP-V1,1148000.0,46500.0,2025-02-07,2026-02-07,EXPIRED
P008209,C000910,V001739,COMPREHENSIVE,PV-COMP-V2,385000.0,11200.0,2026-04-09,2027-04-09,ACTIVE
P008210,C001038,V003002,COMPREHENSIVE,PV-COMP-V2,553000.0,20600.0,2025-02-05,2026-02-05,EXPIRED
P008211,C005812,V009264,COMPREHENSIVE,PV-COMP-V1,260000.0,10800.0,2026-01-17,2027-01-17,ACTIVE
P008212,C002373,V006962,COMPREHENSIVE,PV-COMP-V2,371000.0,11400.0,2025-07-17,2026-07-17,EXPIRED
P008213,C003563,V013524,THIRD_PARTY,PV-TP-V1,1637000.0,31600.0,2026-05-10,2027-05-10,ACTIVE
P008214,C005075,V002884,COMPREHENSIVE,PV-COMP-V1,484000.0,10800.0,2024-01-03,2025-01-02,EXPIRED
P008215,C002675,V003721,COMMERCIAL,PV-COMM-V1,1294000.0,46100.0,2024-03-27,2025-03-27,EXPIRED
P008216,C006738,V007128,COMPREHENSIVE,PV-COMP-V1,350000.0,17500.0,2025-06-09,2026-06-09,EXPIRED
P008217,C002662,V000889,THIRD_PARTY,PV-TP-V1,615000.0,29700.0,2024-07-19,2025-07-19,EXPIRED
P008218,C002683,V005472,COMPREHENSIVE,PV-COMP-V1,846000.0,36200.0,2024-10-04,2025-10-04,EXPIRED
P008219,C006312,V003202,COMPREHENSIVE,PV-COMP-V2,308000.0,9900.0,2024-09-15,2025-09-15,EXPIRED
P008220,C002843,V009697,COMPREHENSIVE,PV-COMP-V1,1636000.0,28400.0,2023-12-04,2024-12-03,EXPIRED
P008221,C004967,V004824,COMPREHENSIVE,PV-COMP-V1,291000.0,12100.0,2025-09-13,2026-09-13,EXPIRED
P008222,C005649,V004705,THIRD_PARTY,PV-TP-V1,575000.0,27400.0,2024-04-12,2025-04-12,EXPIRED
P008223,C005866,V000344,THIRD_PARTY,PV-TP-V1,690000.0,17800.0,2024-09-08,2025-09-08,EXPIRED
P008224,C001131,V004137,COMPREHENSIVE,PV-COMP-V2,1076000.0,35600.0,2026-02-01,2027-02-01,ACTIVE
P008225,C001776,V010791,THEFT,PV-THEFT-V1,382000.0,17500.0,2026-05-21,2027-05-21,ACTIVE
P008226,C001038,V003189,COMPREHENSIVE,PV-COMP-V1,305000.0,14900.0,2024-04-02,2025-04-02,EXPIRED
P008227,C003064,V004523,THEFT,PV-THEFT-V1,898000.0,9400.0,2024-02-24,2025-02-23,EXPIRED
P008228,C000319,V002224,COMPREHENSIVE,PV-COMP-V1,954000.0,25700.0,2024-05-02,2025-05-02,EXPIRED
P008229,C009011,V002122,THEFT,PV-THEFT-V1,2041000.0,86200.0,2024-07-31,2025-07-31,EXPIRED
P008230,C002130,V006859,COMPREHENSIVE,PV-COMP-V1,1072000.0,35300.0,2026-03-24,2027-03-24,ACTIVE
P008231,C001911,V010386,COMPREHENSIVE,PV-COMP-V2,782000.0,13100.0,2024-01-21,2025-01-20,EXPIRED
P008232,C002019,V009670,THIRD_PARTY,PV-TP-V1,383000.0,19100.0,2024-01-07,2025-01-06,EXPIRED
P008233,C008832,V008914,COMPREHENSIVE,PV-COMP-V1,669000.0,22100.0,2026-06-15,2027-06-15,ACTIVE
P008234,C007814,V011860,COMPREHENSIVE,PV-COMP-V1,1555000.0,73400.0,2026-08-03,2027-08-03,ACTIVE
P008235,C002592,V007367,COMPREHENSIVE,PV-COMP-V1,1287000.0,26800.0,2026-04-12,2027-04-12,ACTIVE
P008236,C004301,V014925,COMPREHENSIVE,PV-COMP-V1,356000.0,7300.0,2025-08-08,2026-08-08,EXPIRED
P008237,C004470,V004735,COMPREHENSIVE,PV-COMP-V1,562000.0,24700.0,2025-12-23,2026-12-23,ACTIVE
P008238,C009619,V001466,COMPREHENSIVE,PV-COMP-V2,929000.0,26900.0,2026-07-19,2027-07-19,ACTIVE
P008239,C009153,V004594,COMMERCIAL,PV-COMM-V1,528000.0,23300.0,2025-11-04,2026-11-04,ACTIVE
P008240,C009211,V003566,COMPREHENSIVE,PV-COMP-V1,558000.0,10300.0,2024-08-02,2025-08-02,EXPIRED
P008241,C004573,V005841,COMPREHENSIVE,PV-COMP-V1,711000.0,33100.0,2025-01-20,2026-01-20,EXPIRED
P008242,C001713,V000284,THIRD_PARTY,PV-TP-V1,654000.0,18700.0,2024-07-07,2025-07-07,EXPIRED
P008243,C003253,V013910,COMPREHENSIVE,PV-COMP-V1,811000.0,19500.0,2026-05-22,2027-05-22,ACTIVE
P008244,C000583,V006176,THEFT,PV-THEFT-V1,746000.0,16100.0,2023-11-01,2024-10-31,EXPIRED
P008245,C000896,V010291,COMPREHENSIVE,PV-COMP-V2,738000.0,30900.0,2024-11-14,2025-11-14,EXPIRED
P008246,C000734,V004152,COMMERCIAL,PV-COMM-V1,870000.0,12500.0,2024-08-09,2025-08-09,EXPIRED
P008247,C009383,V014502,COMPREHENSIVE,PV-COMP-V1,273000.0,11700.0,2024-11-30,2025-11-30,EXPIRED
P008248,C007519,V008999,THIRD_PARTY,PV-TP-V1,937000.0,38800.0,2025-12-19,2026-12-19,ACTIVE
P008249,C000429,V007377,COMPREHENSIVE,PV-COMP-V2,464000.0,10600.0,2026-04-08,2027-04-08,ACTIVE
P008250,C005658,V008543,COMPREHENSIVE,PV-COMP-V1,345000.0,11600.0,2024-07-04,2025-07-04,EXPIRED
P008251,C006081,V013933,COMPREHENSIVE,PV-COMP-V2,1205000.0,25600.0,2024-10-28,2025-10-28,EXPIRED
P008252,C007545,V008765,COMPREHENSIVE,PV-COMP-V1,641000.0,22000.0,2025-05-13,2026-05-13,EXPIRED
P008253,C005724,V003162,THIRD_PARTY,PV-TP-V1,795000.0,12100.0,2025-10-16,2026-10-16,ACTIVE
P008254,C004450,V002631,THEFT,PV-THEFT-V1,1109000.0,23500.0,2025-03-01,2026-03-01,EXPIRED
P008255,C008107,V011851,COMPREHENSIVE,PV-COMP-V2,643000.0,12500.0,2024-12-10,2025-12-10,EXPIRED
P008256,C005272,V012766,COMPREHENSIVE,PV-COMP-V2,1237000.0,16800.0,2023-12-08,2024-12-07,EXPIRED
P008257,C007561,V010395,COMMERCIAL,PV-COMM-V1,619000.0,9800.0,2024-11-01,2025-11-01,EXPIRED
P008258,C001376,V001204,COMMERCIAL,PV-COMM-V1,1332000.0,51800.0,2025-08-13,2026-08-13,EXPIRED
P008259,C007468,V013679,THIRD_PARTY,PV-TP-V1,603000.0,26700.0,2024-11-01,2025-11-01,EXPIRED
P008260,C000707,V010166,THIRD_PARTY,PV-TP-V1,565000.0,6100.0,2023-12-06,2024-12-05,EXPIRED
P008261,C001585,V000617,THIRD_PARTY,PV-TP-V1,1032000.0,28700.0,2026-07-16,2027-07-16,ACTIVE
P008262,C003099,V003115,COMPREHENSIVE,PV-COMP-V1,677000.0,19200.0,2025-01-28,2026-01-28,EXPIRED
P008263,C004314,V012126,COMPREHENSIVE,PV-COMP-V2,664000.0,25000.0,2024-04-02,2025-04-02,EXPIRED
P008264,C000265,V007482,COMPREHENSIVE,PV-COMP-V1,1614000.0,63400.0,2024-07-27,2025-07-27,EXPIRED
P008265,C005236,V009331,THEFT,PV-THEFT-V1,633000.0,30300.0,2025-02-27,2026-02-27,EXPIRED
P008266,C004011,V002729,COMPREHENSIVE,PV-COMP-V2,419000.0,20300.0,2024-08-20,2025-08-20,EXPIRED
P008267,C007564,V012142,COMPREHENSIVE,PV-COMP-V1,923000.0,20400.0,2024-12-16,2025-12-16,EXPIRED
P008268,C007906,V013438,THIRD_PARTY,PV-TP-V1,455000.0,11700.0,2023-12-02,2024-12-01,EXPIRED
P008269,C004920,V009896,COMPREHENSIVE,PV-COMP-V2,501000.0,18800.0,2024-09-13,2025-09-13,EXPIRED
P008270,C002398,V001358,COMPREHENSIVE,PV-COMP-V2,883000.0,17900.0,2025-07-22,2026-07-22,EXPIRED
P008271,C003192,V009568,THIRD_PARTY,PV-TP-V1,972000.0,12200.0,2026-08-04,2027-08-04,ACTIVE
P008272,C009011,V007799,COMPREHENSIVE,PV-COMP-V2,1696000.0,56400.0,2024-09-23,2025-09-23,EXPIRED
P008273,C002371,V011561,COMPREHENSIVE,PV-COMP-V1,886000.0,29700.0,2025-01-18,2026-01-18,EXPIRED
P008274,C009375,V013413,COMMERCIAL,PV-COMM-V1,1188000.0,25600.0,2024-02-14,2025-02-13,EXPIRED
P008275,C009167,V001591,COMPREHENSIVE,PV-COMP-V1,1148000.0,36100.0,2023-11-11,2024-11-10,EXPIRED
P008276,C007353,V014567,THIRD_PARTY,PV-TP-V1,1008000.0,48900.0,2026-03-26,2027-03-26,ACTIVE
P008277,C004850,V003141,THIRD_PARTY,PV-TP-V1,751000.0,29600.0,2025-03-07,2026-03-07,EXPIRED
P008278,C005373,V005339,COMPREHENSIVE,PV-COMP-V1,245000.0,7400.0,2025-02-05,2026-02-05,EXPIRED
P008279,C005005,V000548,COMPREHENSIVE,PV-COMP-V2,1354000.0,34700.0,2024-12-18,2025-12-18,EXPIRED
P008280,C007528,V007119,COMPREHENSIVE,PV-COMP-V1,1201000.0,39700.0,2025-05-28,2026-05-28,EXPIRED
P008281,C001566,V011592,THEFT,PV-THEFT-V1,670000.0,9600.0,2026-01-28,2027-01-28,ACTIVE
P008282,C006794,V013884,THIRD_PARTY,PV-TP-V1,1438000.0,44100.0,2025-10-10,2026-10-10,ACTIVE
P008283,C001873,V000027,COMMERCIAL,PV-COMM-V1,628000.0,27600.0,2025-10-19,2026-10-19,ACTIVE
P008284,C003235,V001068,COMPREHENSIVE,PV-COMP-V2,478000.0,21700.0,2026-04-22,2027-04-22,ACTIVE
P008285,C008201,V003919,COMPREHENSIVE,PV-COMP-V1,2176000.0,52700.0,2023-11-23,2024-11-22,EXPIRED
P008286,C000127,V006605,THIRD_PARTY,PV-TP-V1,1241000.0,55900.0,2023-10-08,2024-10-07,EXPIRED
P008287,C007667,V005530,COMPREHENSIVE,PV-COMP-V1,725000.0,26500.0,2026-08-27,2027-08-27,ACTIVE
P008288,C000395,V006679,COMPREHENSIVE,PV-COMP-V1,530000.0,20000.0,2026-08-01,2027-08-01,ACTIVE
P008289,C005933,V005399,COMMERCIAL,PV-COMM-V1,1039000.0,43200.0,2024-05-17,2025-05-17,EXPIRED
P008290,C004746,V008643,COMPREHENSIVE,PV-COMP-V1,608000.0,6200.0,2026-07-19,2027-07-19,ACTIVE
P008291,C009582,V008082,THIRD_PARTY,PV-TP-V1,676000.0,14900.0,2026-04-01,2027-04-01,ACTIVE
P008292,C000628,V009609,THIRD_PARTY,PV-TP-V1,405000.0,18400.0,2025-10-19,2026-10-19,ACTIVE
P008293,C003199,V014216,THEFT,PV-THEFT-V1,1189000.0,44300.0,2024-03-27,2025-03-27,EXPIRED
P008294,C001155,V000438,THEFT,PV-THEFT-V1,1262000.0,44400.0,2025-01-05,2026-01-05,EXPIRED
P008295,C001240,V014094,COMPREHENSIVE,PV-COMP-V1,958000.0,12900.0,2023-11-01,2024-10-31,EXPIRED
P008296,C006535,V005270,COMMERCIAL,PV-COMM-V1,1681000.0,18300.0,2023-12-21,2024-12-20,EXPIRED
P008297,C001731,V001862,COMPREHENSIVE,PV-COMP-V2,283000.0,13800.0,2024-07-21,2025-07-21,EXPIRED
P008298,C007506,V010443,COMPREHENSIVE,PV-COMP-V2,566000.0,27900.0,2026-03-21,2027-03-21,ACTIVE
P008299,C004401,V012643,COMPREHENSIVE,PV-COMP-V2,476000.0,5300.0,2026-06-04,2027-06-04,ACTIVE
P008300,C006473,V002707,COMPREHENSIVE,PV-COMP-V1,666000.0,29100.0,2024-07-03,2025-07-03,EXPIRED
P008301,C000204,V012672,THIRD_PARTY,PV-TP-V1,1229000.0,37300.0,2026-01-30,2027-01-30,ACTIVE
P008302,C007227,V005326,THIRD_PARTY,PV-TP-V1,2365000.0,50600.0,2023-12-14,2024-12-13,EXPIRED
P008303,C009619,V006958,COMPREHENSIVE,PV-COMP-V1,446000.0,19400.0,2025-06-09,2026-06-09,EXPIRED
P008304,C002335,V011528,COMPREHENSIVE,PV-COMP-V2,605000.0,30100.0,2026-08-30,2027-08-30,ACTIVE
P008305,C008089,V013761,COMMERCIAL,PV-COMM-V1,391000.0,4400.0,2023-09-25,2024-09-24,EXPIRED
P008306,C005078,V011897,THIRD_PARTY,PV-TP-V1,681000.0,22200.0,2025-04-07,2026-04-07,EXPIRED
P008307,C004898,V009126,COMPREHENSIVE,PV-COMP-V2,642000.0,8200.0,2026-05-03,2027-05-03,ACTIVE
P008308,C009704,V004012,COMMERCIAL,PV-COMM-V1,479000.0,12000.0,2025-07-02,2026-07-02,EXPIRED
P008309,C002608,V013426,COMPREHENSIVE,PV-COMP-V2,528000.0,7600.0,2026-02-18,2027-02-18,ACTIVE
P008310,C009177,V000535,THIRD_PARTY,PV-TP-V1,1447000.0,34000.0,2026-08-30,2027-08-30,ACTIVE
P008311,C003784,V011267,COMMERCIAL,PV-COMM-V1,380000.0,8600.0,2026-05-16,2027-05-16,ACTIVE
P008312,C001119,V000586,THIRD_PARTY,PV-TP-V1,687000.0,12400.0,2026-05-12,2027-05-12,ACTIVE
P008313,C004133,V011942,THIRD_PARTY,PV-TP-V1,330000.0,10000.0,2026-04-26,2027-04-26,ACTIVE
P008314,C003033,V008716,THIRD_PARTY,PV-TP-V1,777000.0,37800.0,2025-03-10,2026-03-10,EXPIRED
P008315,C002291,V012433,THIRD_PARTY,PV-TP-V1,645000.0,8600.0,2024-04-08,2025-04-08,EXPIRED
P008316,C005127,V011431,THIRD_PARTY,PV-TP-V1,945000.0,21200.0,2025-09-18,2026-09-18,ACTIVE
P008317,C005531,V008560,COMPREHENSIVE,PV-COMP-V2,1135000.0,32000.0,2024-01-15,2025-01-14,EXPIRED
P008318,C007193,V006465,THIRD_PARTY,PV-TP-V1,277000.0,10400.0,2024-02-11,2025-02-10,EXPIRED
P008319,C009548,V011742,COMPREHENSIVE,PV-COMP-V1,498000.0,9800.0,2024-08-25,2025-08-25,EXPIRED
P008320,C009005,V013978,COMPREHENSIVE,PV-COMP-V2,600000.0,18900.0,2026-03-16,2027-03-16,ACTIVE
P008321,C001732,V001917,THEFT,PV-THEFT-V1,461000.0,15800.0,2026-07-07,2027-07-07,ACTIVE
P008322,C007523,V013244,THIRD_PARTY,PV-TP-V1,927000.0,20600.0,2026-04-18,2027-04-18,ACTIVE
P008323,C003171,V008108,COMPREHENSIVE,PV-COMP-V1,1075000.0,33200.0,2023-12-26,2024-12-25,EXPIRED
P008324,C008958,V014255,COMPREHENSIVE,PV-COMP-V1,632000.0,9600.0,2026-01-25,2027-01-25,ACTIVE
P008325,C002380,V001911,THEFT,PV-THEFT-V1,446000.0,7200.0,2024-08-05,2025-08-05,EXPIRED
P008326,C006258,V008857,THIRD_PARTY,PV-TP-V1,330000.0,11800.0,2024-08-17,2025-08-17,EXPIRED
P008327,C001688,V008711,COMPREHENSIVE,PV-COMP-V1,2162000.0,27800.0,2026-08-14,2027-08-14,ACTIVE
P008328,C000889,V001134,COMPREHENSIVE,PV-COMP-V1,265000.0,6500.0,2025-07-24,2026-07-24,EXPIRED
P008329,C002521,V011915,THIRD_PARTY,PV-TP-V1,1238000.0,39500.0,2024-10-27,2025-10-27,EXPIRED
P008330,C008253,V010754,COMPREHENSIVE,PV-COMP-V1,499000.0,18400.0,2026-04-28,2027-04-28,ACTIVE
P008331,C004635,V001318,COMMERCIAL,PV-COMM-V1,410000.0,7500.0,2025-10-12,2026-10-12,ACTIVE
P008332,C004848,V004369,THEFT,PV-THEFT-V1,1497000.0,49900.0,2026-08-20,2027-08-20,ACTIVE
P008333,C004971,V008314,COMPREHENSIVE,PV-COMP-V1,1253000.0,53700.0,2024-02-03,2025-02-02,EXPIRED
P008334,C007470,V011457,COMPREHENSIVE,PV-COMP-V1,558000.0,9700.0,2024-12-17,2025-12-17,EXPIRED
P008335,C001790,V008654,COMPREHENSIVE,PV-COMP-V2,287000.0,11900.0,2023-09-21,2024-09-20,EXPIRED
P008336,C009690,V007326,COMPREHENSIVE,PV-COMP-V1,1092000.0,44600.0,2025-04-05,2026-04-05,EXPIRED
P008337,C007037,V006081,COMPREHENSIVE,PV-COMP-V1,548000.0,19100.0,2023-10-08,2024-10-07,EXPIRED
P008338,C005395,V014317,THIRD_PARTY,PV-TP-V1,766000.0,38200.0,2026-02-12,2027-02-12,ACTIVE
P008339,C009375,V002602,COMMERCIAL,PV-COMM-V1,1955000.0,81500.0,2024-08-20,2025-08-20,EXPIRED
P008340,C004340,V006569,COMPREHENSIVE,PV-COMP-V2,1409000.0,44700.0,2024-10-19,2025-10-19,EXPIRED
P008341,C007949,V002174,COMPREHENSIVE,PV-COMP-V2,192000.0,3800.0,2024-04-02,2025-04-02,EXPIRED
P008342,C003975,V003606,THEFT,PV-THEFT-V1,705000.0,18800.0,2025-01-27,2026-01-27,EXPIRED
P008343,C005930,V006430,COMPREHENSIVE,PV-COMP-V1,723000.0,12900.0,2026-03-14,2027-03-14,ACTIVE
P008344,C007088,V007996,COMPREHENSIVE,PV-COMP-V2,588000.0,26800.0,2024-10-03,2025-10-03,EXPIRED
P008345,C007552,V003769,COMMERCIAL,PV-COMM-V1,491000.0,6600.0,2024-07-07,2025-07-07,EXPIRED
P008346,C009649,V005078,THIRD_PARTY,PV-TP-V1,1406000.0,34600.0,2026-03-17,2027-03-17,ACTIVE
P008347,C005900,V008275,THIRD_PARTY,PV-TP-V1,966000.0,20800.0,2025-07-31,2026-07-31,EXPIRED
P008348,C002438,V004632,THEFT,PV-THEFT-V1,478000.0,11100.0,2025-10-06,2026-10-06,ACTIVE
P008349,C001986,V008757,COMPREHENSIVE,PV-COMP-V2,1525000.0,66900.0,2025-03-23,2026-03-23,EXPIRED
P008350,C004829,V000241,COMPREHENSIVE,PV-COMP-V1,949000.0,15600.0,2025-10-07,2026-10-07,ACTIVE
P008351,C004050,V008813,THEFT,PV-THEFT-V1,823000.0,20600.0,2025-07-05,2026-07-05,EXPIRED
P008352,C003869,V008422,THEFT,PV-THEFT-V1,291000.0,14200.0,2025-03-05,2026-03-05,EXPIRED
P008353,C009422,V007603,THEFT,PV-THEFT-V1,294000.0,3500.0,2023-10-10,2024-10-09,EXPIRED
P008354,C009473,V011952,THEFT,PV-THEFT-V1,367000.0,8500.0,2025-01-31,2026-01-31,EXPIRED
P008355,C008288,V001868,COMPREHENSIVE,PV-COMP-V1,695000.0,19900.0,2026-07-31,2027-07-31,ACTIVE
P008356,C009299,V009417,THIRD_PARTY,PV-TP-V1,503000.0,20700.0,2024-04-01,2025-04-01,EXPIRED
P008357,C005773,V014872,COMPREHENSIVE,PV-COMP-V1,1529000.0,51700.0,2026-02-20,2027-02-20,ACTIVE
P008358,C005239,V002522,THEFT,PV-THEFT-V1,1374000.0,27200.0,2024-11-07,2025-11-07,EXPIRED
P008359,C009924,V009877,THIRD_PARTY,PV-TP-V1,1146000.0,24800.0,2024-03-09,2025-03-09,EXPIRED
P008360,C009637,V001821,COMPREHENSIVE,PV-COMP-V1,600000.0,6200.0,2025-04-09,2026-04-09,EXPIRED
P008361,C003787,V002411,THIRD_PARTY,PV-TP-V1,528000.0,23200.0,2023-12-21,2024-12-20,EXPIRED
P008362,C003413,V008244,THEFT,PV-THEFT-V1,431000.0,15100.0,2025-07-13,2026-07-13,EXPIRED
P008363,C006890,V006638,THIRD_PARTY,PV-TP-V1,224000.0,5300.0,2024-07-13,2025-07-13,EXPIRED
P008364,C005012,V005188,COMPREHENSIVE,PV-COMP-V2,550000.0,18600.0,2026-06-15,2027-06-15,ACTIVE
P008365,C006477,V010055,COMPREHENSIVE,PV-COMP-V1,742000.0,19300.0,2025-08-31,2026-08-31,EXPIRED
P008366,C009176,V004566,THEFT,PV-THEFT-V1,335000.0,12900.0,2026-07-22,2027-07-22,ACTIVE
P008367,C000304,V007943,THIRD_PARTY,PV-TP-V1,1591000.0,37400.0,2024-09-02,2025-09-02,EXPIRED
P008368,C009921,V012333,COMMERCIAL,PV-COMM-V1,874000.0,11500.0,2023-11-09,2024-11-08,EXPIRED
P008369,C001049,V006392,COMPREHENSIVE,PV-COMP-V1,1194000.0,54200.0,2025-09-05,2026-09-05,EXPIRED
P008370,C007376,V002119,THIRD_PARTY,PV-TP-V1,655000.0,23500.0,2025-02-01,2026-02-01,EXPIRED
P008371,C009694,V003780,THIRD_PARTY,PV-TP-V1,869000.0,28500.0,2026-03-16,2027-03-16,ACTIVE
P008372,C009685,V004962,COMPREHENSIVE,PV-COMP-V2,1176000.0,38900.0,2025-03-16,2026-03-16,EXPIRED
P008373,C009967,V002810,COMPREHENSIVE,PV-COMP-V1,890000.0,35400.0,2025-03-22,2026-03-22,EXPIRED
P008374,C007616,V000499,THEFT,PV-THEFT-V1,854000.0,11500.0,2024-12-20,2025-12-20,EXPIRED
P008375,C003040,V013846,THIRD_PARTY,PV-TP-V1,1187000.0,54500.0,2023-11-01,2024-10-31,EXPIRED
P008376,C007257,V010023,COMPREHENSIVE,PV-COMP-V1,621000.0,24800.0,2023-11-25,2024-11-24,EXPIRED
P008377,C002608,V004285,COMPREHENSIVE,PV-COMP-V2,411000.0,14600.0,2025-07-17,2026-07-17,EXPIRED
P008378,C005005,V010192,COMMERCIAL,PV-COMM-V1,386000.0,11000.0,2026-05-28,2027-05-28,ACTIVE
P008379,C007801,V008970,THIRD_PARTY,PV-TP-V1,342000.0,14500.0,2025-04-09,2026-04-09,EXPIRED
P008380,C004125,V000229,COMPREHENSIVE,PV-COMP-V1,982000.0,17200.0,2026-05-14,2027-05-14,ACTIVE
P008381,C005658,V008762,COMPREHENSIVE,PV-COMP-V2,990000.0,48500.0,2024-08-17,2025-08-17,EXPIRED
P008382,C002810,V011453,COMMERCIAL,PV-COMM-V1,337000.0,15300.0,2023-11-21,2024-11-20,EXPIRED
