vehicle_id,customer_id,make,model,manufacture_year,registration_number,vehicle_value
V011477,C008750,Mahindra,XUV300,2023,REG-V-011477,1647000.0
V011478,C003231,Toyota,Fortuner,2017,REG-V-011478,1654000.0
V011479,C001103,Volkswagen,Taigun,2022,REG-V-011479,1545000.0
V011480,C001287,Tata,Harrier,2015,REG-V-011480,341000.0
V011481,C004991,Volkswagen,Taigun,2021,REG-V-011481,698000.0
V011482,C004288,Toyota,Innova,2013,REG-V-011482,682000.0
V011483,C006684,Tata,Nexon,2022,REG-V-011483,1139000.0
V011484,C006162,Volkswagen,Taigun,2018,REG-V-011484,1046000.0
V011485,C001080,Mahindra,Scorpio,2016,REG-V-011485,717000.0
V011486,C002952,Maruti Suzuki,Brezza,2017,REG-V-011486,295000.0
V011487,C009014,Maruti Suzuki,Ertiga,2022,REG-V-011487,530000.0
V011488,C007733,Honda,Civic,2020,REG-V-011488,1087000.0
V011489,C008752,Volkswagen,Taigun,2017,REG-V-011489,464000.0
V011490,C000233,Volkswagen,Taigun,2014,REG-V-011490,544000.0
V011491,C009163,Mahindra,Scorpio,2020,REG-V-011491,1640000.0
V011492,C008643,Kia,Sonet,2019,REG-V-011492,1312000.0
V011493,C004546,Tata,Punch,2023,REG-V-011493,1198000.0
V011494,C006781,Mahindra,XUV700,2019,REG-V-011494,806000.0
V011495,C002720,Toyota,Innova,2017,REG-V-011495,1115000.0
V011496,C006628,Hyundai,Verna,2021,REG-V-011496,710000.0
V011497,C008051,Tata,Tiago,2014,REG-V-011497,401000.0
V011498,C004869,Toyota,Glanza,2016,REG-V-011498,673000.0
V011499,C000298,Toyota,Fortuner,2019,REG-V-011499,2278000.0
V011500,C004185,Honda,Amaze,2022,REG-V-011500,807000.0
V011501,C007306,Hyundai,Venue,2022,REG-V-011501,1205000.0
V011502,C007087,Kia,Carens,2025,REG-V-011502,1854000.0
V011503,C004900,Volkswagen,Polo,2019,REG-V-011503,1077000.0
V011504,C009861,Mahindra,Bolero,2023,REG-V-011504,2158000.0
V011505,C001166,Volkswagen,Virtus,2018,REG-V-011505,858000.0
V011506,C001577,Tata,Altroz,2024,REG-V-011506,1096000.0
V011507,C002593,Hyundai,i20,2022,REG-V-011507,1080000.0
V011508,C008094,Honda,Civic,2025,REG-V-011508,1250000.0
V011509,C007700,Toyota,Glanza,2014,REG-V-011509,751000.0
V011510,C007799,Tata,Tiago,2016,REG-V-011510,636000.0
V011511,C008851,Kia,Carens,2015,REG-V-011511,660000.0
V011512,C004449,Kia,Seltos,2019,REG-V-011512,1233000.0
V011513,C003169,Honda,Civic,2016,REG-V-011513,700000.0
V011514,C006042,Kia,Sonet,2023,REG-V-011514,1280000.0
V011515,C004116,Volkswagen,Virtus,2013,REG-V-011515,547000.0
V011516,C005277,Volkswagen,Taigun,2020,REG-V-011516,697000.0
V011517,C001404,Honda,Amaze,2019,REG-V-011517,725000.0
V011518,C003978,Honda,Civic,2025,REG-V-011518,1729000.0
V011519,C004765,Volkswagen,Taigun,2015,REG-V-011519,664000.0
V011520,C000887,Tata,Nexon,2016,REG-V-011520,510000.0
V011521,C009949,Honda,City,2015,REG-V-011521,470000.0
V011522,C000389,Toyota,Innova,2016,REG-V-011522,1033000.0
V011523,C009230,Tata,Nexon,2017,REG-V-011523,438000.0
V011524,C000807,Volkswagen,Taigun,2020,REG-V-011524,658000.0
V011525,C008631,Tata,Punch,2021,REG-V-011525,1303000.0
V011526,C005523,Maruti Suzuki,Baleno,2024,REG-V-011526,900000.0
V011527,C001975,Honda,City,2021,REG-V-011527,1282000.0
V011528,C002335,Toyota,Glanza,2017,REG-V-011528,652000.0
V011529,C003521,Volkswagen,Virtus,2023,REG-V-011529,863000.0
V011530,C008002,Volkswagen,Virtus,2013,REG-V-011530,566000.0
V011531,C001461,Mahindra,XUV700,2012,REG-V-011531,581000.0
V011532,C002440,Honda,Civic,2021,REG-V-011532,673000.0
V011533,C006958,Volkswagen,Virtus,2025,REG-V-011533,1432000.0
V011534,C006187,Honda,Civic,2021,REG-V-011534,1117000.0
V011535,C004226,Maruti Suzuki,Ertiga,2018,REG-V-011535,566000.0
V011536,C000628,Tata,Nexon,2020,REG-V-011536,772000.0
V011537,C005622,Volkswagen,Virtus,2013,REG-V-011537,646000.0
V011538,C002311,Hyundai,i10,2015,REG-V-011538,482000.0
V011539,C006166,Kia,Carens,2025,REG-V-011539,897000.0
V011540,C002743,Toyota,Innova,2025,REG-V-011540,2521000.0
V011541,C009801,Tata,Nexon,2023,REG-V-011541,871000.0
V011542,C005952,Honda,Amaze,2017,REG-V-011542,699000.0
V011543,C005757,Toyota,Glanza,2024,REG-V-011543,2596000.0
V011544,C008405,Hyundai,Verna,2022,REG-V-011544,1234000.0
V011545,C009937,Mahindra,Scorpio,2017,REG-V-011545,1352000.0
V011546,C007863,Hyundai,Venue,2025,REG-V-011546,1323000.0
V011547,C005977,Maruti Suzuki,Baleno,2018,REG-V-011547,476000.0
V011548,C008668,Volkswagen,Taigun,2015,REG-V-011548,747000.0
V011549,C001812,Kia,Sonet,2016,REG-V-011549,860000.0
V011550,C007708,Maruti Suzuki,Ertiga,2023,REG-V-011550,846000.0
V011551,C006838,Toyota,Innova,2025,REG-V-011551,3079000.0
V011552,C005673,Tata,Harrier,2022,REG-V-011552,1297000.0
V011553,C008710,Tata,Harrier,2014,REG-V-011553,382000.0
V011554,C007146,Tata,Altroz,2016,REG-V-011554,617000.0
V011555,C007219,Hyundai,Venue,2022,REG-V-011555,1018000.0
V011556,C009147,Toyota,Fortuner,2015,REG-V-011556,1393000.0
V011557,C007037,Hyundai,i20,2023,REG-V-011557,678000.0
V011558,C002570,Hyundai,i20,2017,REG-V-011558,783000.0
V011559,C001838,Honda,Civic,2024,REG-V-011559,1159000.0
V011560,C005166,Honda,Civic,2012,REG-V-011560,487000.0
V011561,C002371,Hyundai,Creta,2019,REG-V-011561,898000.0
V011562,C007037,Maruti Suzuki,Dzire,2022,REG-V-011562,830000.0
V011563,C008465,Honda,Amaze,2015,REG-V-011563,577000.0
V011564,C002905,Honda,City,2024,REG-V-011564,984000.0
V011565,C009175,Mahindra,XUV700,2021,REG-V-011565,1354000.0
V011566,C007532,Mahindra,XUV300,2020,REG-V-011566,1733000.0
V011567,C009886,Tata,Tiago,2019,REG-V-011567,877000.0
V011568,C001997,Honda,Civic,2018,REG-V-011568,815000.0
V011569,C004645,Kia,Carens,2013,REG-V-011569,357000.0
V011570,C006453,Tata,Tiago,2021,REG-V-011570,701000.0
V011571,C007700,Toyota,Innova,2013,REG-V-011571,1286000.0
V011572,C009163,Hyundai,i20,2023,REG-V-011572,1134000.0
V011573,C008967,Mahindra,Bolero,2024,REG-V-011573,2443000.0
V011574,C002385,Maruti Suzuki,Ertiga,2014,REG-V-011574,325000.0
V011575,C004240,Mahindra,Bolero,2012,REG-V-011575,619000.0
V011576,C007235,Tata,Harrier,2020,REG-V-011576,966000.0
V011577,C001331,Mahindra,Bolero,2016,REG-V-011577,1150000.0
V011578,C009594,Maruti Suzuki,Baleno,2022,REG-V-011578,756000.0
V011579,C007532,Hyundai,Creta,2019,REG-V-011579,769000.0
V011580,C008336,Mahindra,Scorpio,2016,REG-V-011580,549000.0
V011581,C009126,Mahindra,Bolero,2021,REG-V-011581,1127000.0
V011582,C001775,Kia,Sonet,2024,REG-V-011582,1806000.0
V011583,C004235,Volkswagen,Taigun,2023,REG-V-011583,1266000.0
V011584,C006552,Hyundai,Venue,2025,REG-V-011584,882000.0
V011585,C008275,Hyundai,i20,2014,REG-V-011585,329000.0
V011586,C007443,Toyota,Glanza,2022,REG-V-011586,2846000.0
V011587,C001211,Mahindra,Scorpio,2017,REG-V-011587,1141000.0
V011588,C006499,Kia,Sonet,2021,REG-V-011588,683000.0
V011589,C002927,Maruti Suzuki,Ertiga,2016,REG-V-011589,245000.0
V011590,C004082,Kia,Sonet,2024,REG-V-011590,1336000.0
V011591,C009948,Mahindra,XUV300,2017,REG-V-011591,1222000.0
V011592,C001566,Mahindra,Bolero,2012,REG-V-011592,743000.0
V011593,C001052,Honda,City,2018,REG-V-011593,580000.0
V011594,C004110,Honda,City,2019,REG-V-011594,997000.0
V011595,C008676,Maruti Suzuki,Baleno,2024,REG-V-011595,953000.0
V011596,C001618,Hyundai,i20,2015,REG-V-011596,393000.0
V011597,C000806,Toyota,Glanza,2018,REG-V-011597,1154000.0
V011598,C004207,Honda,Amaze,2012,REG-V-011598,591000.0
V011599,C006364,Honda,Civic,2023,REG-V-011599,1260000.0
V011600,C001539,Tata,Altroz,2012,REG-V-011600,308000.0
V011601,C008107,Honda,Civic,2014,REG-V-011601,585000.0
V011602,C008503,Volkswagen,Polo,2022,REG-V-011602,1327000.0
V011603,C005263,Volkswagen,Polo,2024,REG-V-011603,1521000.0
V011604,C000318,Toyota,Fortuner,2022,REG-V-011604,2379000.0
V011605,C005197,Kia,Seltos,2015,REG-V-011605,770000.0
V011606,C002162,Toyota,Glanza,2018,REG-V-011606,1272000.0
V011607,C004476,Volkswagen,Polo,2025,REG-V-011607,1654000.0
V011608,C007664,Toyota,Glanza,2016,REG-V-011608,1421000.0
V011609,C000563,Mahindra,XUV300,2012,REG-V-011609,728000.0
V011610,C000004,Hyundai,Venue,2016,REG-V-011610,413000.0
V011611,C001343,Kia,Sonet,2012,REG-V-011611,597000.0
V011612,C000469,Honda,Civic,2021,REG-V-011612,952000.0
V011613,C002614,Kia,Seltos,2016,REG-V-011613,968000.0
V011614,C004058,Volkswagen,Virtus,2015,REG-V-011614,764000.0
V011615,C007871,Hyundai,i10,2025,REG-V-011615,1074000.0
V011616,C000318,Hyundai,Venue,2013,REG-V-011616,385000.0
V011617,C003514,Toyota,Innova,2018,REG-V-011617,1481000.0
V011618,C009327,Hyundai,Verna,2013,REG-V-011618,356000.0
V011619,C005809,Hyundai,i10,2022,REG-V-011619,1112000.0
V011620,C008318,Mahindra,Scorpio,2015,REG-V-011620,777000.0
V011621,C004869,Toyota,Innova,2019,REG-V-011621,1712000.0
V011622,C000982,Honda,City,2017,REG-V-011622,722000.0
V011623,C001877,Toyota,Fortuner,2013,REG-V-011623,440000.0
V011624,C007645,Hyundai,Creta,2013,REG-V-011624,523000.0
V011625,C008675,Maruti Suzuki,Brezza,2018,REG-V-011625,399000.0
V011626,C004716,Hyundai,Creta,2016,REG-V-011626,556000.0
V011627,C004964,Hyundai,Creta,2016,REG-V-011627,389000.0
V011628,C004522,Volkswagen,Taigun,2018,REG-V-011628,652000.0
V011629,C000192,Mahindra,Scorpio,2012,REG-V-011629,374000.0
V011630,C000961,Hyundai,i20,2024,REG-V-011630,1090000.0
V011631,C009924,Volkswagen,Taigun,2025,REG-V-011631,1029000.0
V011632,C000439,Honda,Civic,2025,REG-V-011632,1171000.0
V011633,C003489,Hyundai,Verna,2017,REG-V-011633,608000.0
V011634,C006939,Volkswagen,Taigun,2017,REG-V-011634,610000.0
V011635,C004269,Volkswagen,Polo,2015,REG-V-011635,673000.0
V011636,C009822,Maruti Suzuki,Baleno,2024,REG-V-011636,850000.0
V011637,C000339,Toyota,Innova,2025,REG-V-011637,1633000.0
V011638,C008794,Maruti Suzuki,Ertiga,2024,REG-V-011638,579000.0
V011639,C001353,Toyota,Fortuner,2025,REG-V-011639,3589000.0
V011640,C002058,Volkswagen,Taigun,2015,REG-V-011640,810000.0
V011641,C005327,Tata,Punch,2024,REG-V-011641,786000.0
V011642,C008764,Kia,Seltos,2012,REG-V-011642,681000.0
V011643,C004159,Kia,Sonet,2013,REG-V-011643,476000.0
V011644,C002923,Volkswagen,Taigun,2017,REG-V-011644,798000.0
V011645,C004033,Volkswagen,Taigun,2021,REG-V-011645,1204000.0
V011646,C000947,Maruti Suzuki,Dzire,2015,REG-V-011646,251000.0
V011647,C008421,Volkswagen,Polo,2015,REG-V-011647,500000.0
V011648,C009190,Maruti Suzuki,Brezza,2021,REG-V-011648,548000.0
V011649,C006807,Hyundai,i20,2020,REG-V-011649,965000.0
V011650,C004464,Honda,Civic,2023,REG-V-011650,1237000.0
V011651,C006188,Hyundai,Venue,2014,REG-V-011651,399000.0
V011652,C005555,Tata,Tiago,2022,REG-V-011652,873000.0
V011653,C000529,Maruti Suzuki,Brezza,2014,REG-V-011653,260000.0
V011654,C003959,Toyota,Innova,2024,REG-V-011654,3122000.0
V011655,C006605,Honda,Amaze,2017,REG-V-011655,924000.0
V011656,C008525,Mahindra,XUV700,2020,REG-V-011656,1796000.0
V011657,C003595,Tata,Nexon,2017,REG-V-011657,716000.0
V011658,C008243,Volkswagen,Virtus,2014,REG-V-011658,366000.0
V011659,C007635,Tata,Altroz,2024,REG-V-011659,570000.0
V011660,C009325,Hyundai,Venue,2014,REG-V-011660,278000.0
V011661,C009897,Toyota,Innova,2013,REG-V-011661,905000.0
V011662,C000435,Toyota,Innova,2018,REG-V-011662,1759000.0
V011663,C004409,Volkswagen,Polo,2017,REG-V-011663,1054000.0
V011664,C007803,Volkswagen,Polo,2025,REG-V-011664,1151000.0
V011665,C008281,Honda,Civic,2018,REG-V-011665,775000.0
V011666,C000845,Mahindra,XUV700,2025,REG-V-011666,1258000.0
V011667,C006111,Kia,Sonet,2016,REG-V-011667,555000.0
V011668,C009034,Hyundai,i10,2023,REG-V-011668,1063000.0
V011669,C002293,Tata,Altroz,2025,REG-V-011669,1614000.0
V011670,C003473,Tata,Nexon,2018,REG-V-011670,556000.0
V011671,C003964,Maruti Suzuki,Swift,2024,REG-V-011671,866000.0
V011672,C003960,Tata,Altroz,2016,REG-V-011672,444000.0
V011673,C005655,Honda,Amaze,2017,REG-V-011673,718000.0
V011674,C000631,Tata,Harrier,2025,REG-V-011674,1642000.0
V011675,C007863,Kia,Carens,2023,REG-V-011675,1821000.0
V011676,C001228,Toyota,Glanza,2017,REG-V-011676,867000.0
V011677,C008180,Mahindra,XUV300,2024,REG-V-011677,1459000.0
V011678,C000180,Kia,Carens,2015,REG-V-011678,545000.0
V011679,C007941,Tata,Harrier,2022,REG-V-011679,832000.0
V011680,C003557,Kia,Sonet,2018,REG-V-011680,638000.0
V011681,C006596,Honda,Civic,2020,REG-V-011681,702000.0
V011682,C001787,Mahindra,XUV300,2015,REG-V-011682,589000.0
V011683,C005400,Kia,Sonet,2012,REG-V-011683,580000.0
V011684,C002982,Maruti Suzuki,Baleno,2015,REG-V-011684,413000.0
V011685,C000040,Kia,Carens,2012,REG-V-011685,450000.0
V011686,C007307,Toyota,Glanza,2015,REG-V-011686,534000.0
V011687,C001315,Mahindra,Scorpio,2013,REG-V-011687,733000.0
V011688,C009419,Hyundai,i10,2024,REG-V-011688,685000.0
V011689,C005473,Kia,Carens,2020,REG-V-011689,628000.0
V011690,C000018,Honda,City,2013,REG-V-011690,315000.0
V011691,C009466,Maruti Suzuki,Dzire,2020,REG-V-011691,523000.0
V011692,C001337,Tata,Altroz,2022,REG-V-011692,860000.0
V011693,C008376,Toyota,Innova,2021,REG-V-011693,1259000.0
V011694,C003276,Kia,Carens,2022,REG-V-011694,1399000.0
V011695,C005735,Mahindra,XUV300,2023,REG-V-011695,2225000.0
V011696,C008394,Honda,Civic,2013,REG-V-011696,503000.0
V011697,C000517,Hyundai,Verna,2025,REG-V-011697,1213000.0
V011698,C006841,Kia,Seltos,2021,REG-V-011698,1559000.0
V011699,C001478,Maruti Suzuki,Dzire,2022,REG-V-011699,705000.0
V011700,C007215,Toyota,Innova,2015,REG-V-011700,872000.0
V011701,C001600,Hyundai,Verna,2016,REG-V-011701,683000.0
V011702,C000233,Honda,City,2019,REG-V-011702,981000.0
V011703,C001546,Volkswagen,Polo,2018,REG-V-011703,1172000.0
V011704,C006302,Volkswagen,Polo,2021,REG-V-011704,835000.0
V011705,C009861,Kia,Sonet,2020,REG-V-011705,651000.0
V011706,C009698,Maruti Suzuki,Baleno,2016,REG-V-011706,285000.0
V011707,C007520,Honda,Civic,2025,REG-V-011707,1525000.0
V011708,C008294,Mahindra,Bolero,2022,REG-V-011708,1235000.0
V011709,C008789,Toyota,Glanza,2021,REG-V-011709,1264000.0
V011710,C005327,Toyota,Glanza,2021,REG-V-011710,1912000.0
V011711,C002309,Toyota,Fortuner,2025,REG-V-011711,2571000.0
V011712,C006658,Tata,Nexon,2013,REG-V-011712,552000.0
V011713,C001415,Tata,Altroz,2022,REG-V-011713,1008000.0
V011714,C008364,Mahindra,Bolero,2025,REG-V-011714,999000.0
V011715,C004137,Volkswagen,Virtus,2025,REG-V-011715,1533000.0
V011716,C002673,Mahindra,Scorpio,2022,REG-V-011716,2154000.0
V011717,C008473,Toyota,Fortuner,2015,REG-V-011717,985000.0
V011718,C001109,Kia,Seltos,2022,REG-V-011718,1208000.0
V011719,C009752,Kia,Sonet,2014,REG-V-011719,627000.0
V011720,C009514,Volkswagen,Polo,2021,REG-V-011720,1104000.0
V011721,C006133,Maruti Suzuki,Swift,2015,REG-V-011721,209000.0
V011722,C007171,Tata,Harrier,2022,REG-V-011722,1214000.0
V011723,C000379,Mahindra,XUV700,2024,REG-V-011723,2325000.0
V011724,C004406,Honda,Civic,2013,REG-V-011724,440000.0
V011725,C008901,Volkswagen,Polo,2018,REG-V-011725,862000.0
V011726,C000118,Honda,City,2017,REG-V-011726,877000.0
V011727,C002889,Maruti Suzuki,Dzire,2012,REG-V-011727,342000.0
V011728,C003539,Maruti Suzuki,Dzire,2014,REG-V-011728,327000.0
V011729,C006796,Tata,Harrier,2013,REG-V-011729,252000.0
V011730,C007097,Hyundai,i10,2023,REG-V-011730,749000.0
V011731,C000680,Maruti Suzuki,Brezza,2018,REG-V-011731,524000.0
V011732,C002197,Toyota,Fortuner,2019,REG-V-011732,2334000.0
V011733,C008304,Mahindra,XUV700,2014,REG-V-011733,902000.0
V011734,C001926,Honda,Amaze,2014,REG-V-011734,535000.0
V011735,C002853,Hyundai,i10,2025,REG-V-011735,1342000.0
V011736,C001618,Volkswagen,Polo,2012,REG-V-011736,553000.0
V011737,C007608,Honda,Civic,2015,REG-V-011737,623000.0
V011738,C000289,Tata,Punch,2024,REG-V-011738,1224000.0
V011739,C003005,Hyundai,Venue,2020,REG-V-011739,648000.0
V011740,C005366,Kia,Carens,2021,REG-V-011740,1130000.0
V011741,C000061,Hyundai,Verna,2017,REG-V-011741,542000.0
V011742,C009548,Honda,Amaze,2012,REG-V-011742,533000.0
V011743,C008739,Honda,Civic,2024,REG-V-011743,1357000.0
V011744,C006514,Tata,Punch,2022,REG-V-011744,1033000.0
V011745,C004419,Volkswagen,Taigun,2013,REG-V-011745,681000.0
V011746,C001545,Volkswagen,Virtus,2017,REG-V-011746,539000.0
V011747,C005574,Mahindra,Scorpio,2016,REG-V-011747,441000.0
V011748,C002415,Toyota,Glanza,2023,REG-V-011748,2925000.0
V011749,C006432,Maruti Suzuki,Ertiga,2014,REG-V-011749,256000.0
V011750,C001447,Toyota,Fortuner,2025,REG-V-011750,2206000.0
V011751,C007224,Volkswagen,Polo,2018,REG-V-011751,1065000.0
V011752,C003209,Volkswagen,Polo,2016,REG-V-011752,707000.0
V011753,C005070,Toyota,Fortuner,2014,REG-V-011753,918000.0
V011754,C001614,Volkswagen,Polo,2017,REG-V-011754,813000.0
V011755,C002577,Honda,Civic,2020,REG-V-011755,1037000.0
V011756,C004523,Maruti Suzuki,Swift,2013,REG-V-011756,230000.0
V011757,C004607,Maruti Suzuki,Ertiga,2022,REG-V-011757,780000.0
V011758,C009997,Mahindra,XUV700,2019,REG-V-011758,1491000.0
V011759,C003341,Volkswagen,Virtus,2017,REG-V-011759,724000.0
V011760,C000863,Hyundai,Verna,2014,REG-V-011760,417000.0
V011761,C005278,Kia,Sonet,2014,REG-V-011761,536000.0
V011762,C003201,Tata,Punch,2020,REG-V-011762,752000.0
V011763,C008829,Volkswagen,Polo,2017,REG-V-011763,941000.0
V011764,C002110,Volkswagen,Polo,2014,REG-V-011764,515000.0
V011765,C008599,Hyundai,Creta,2014,REG-V-011765,472000.0
V011766,C006684,Volkswagen,Polo,2021,REG-V-011766,780000.0
V011767,C001888,Volkswagen,Polo,2024,REG-V-011767,1281000.0
V011768,C004070,Volkswagen,Polo,2012,REG-V-011768,524000.0
V011769,C004964,Hyundai,Verna,2024,REG-V-011769,964000.0
V011770,C005257,Tata,Harrier,2015,REG-V-011770,446000.0
V011771,C003987,Volkswagen,Taigun,2014,REG-V-011771,654000.0
V011772,C005893,Honda,Amaze,2013,REG-V-011772,591000.0
V011773,C007219,Maruti Suzuki,Dzire,2025,REG-V-011773,799000.0
V011774,C005099,Tata,Altroz,2016,REG-V-011774,707000.0
V011775,C006065,Mahindra,XUV300,2016,REG-V-011775,774000.0
V011776,C008633,Hyundai,i20,2013,REG-V-011776,247000.0
V011777,C005025,Kia,Seltos,2025,REG-V-011777,1783000.0
V011778,C004184,Toyota,Fortuner,2025,REG-V-011778,2173000.0
V011779,C002499,Tata,Nexon,2015,REG-V-011779,335000.0
V011780,C001316,Mahindra,Scorpio,2020,REG-V-011780,1178000.0
V011781,C002908,Kia,Seltos,2022,REG-V-011781,1049000.0
V011782,C004080,Tata,Harrier,2014,REG-V-011782,506000.0
V011783,C007708,Toyota,Fortuner,2012,REG-V-011783,950000.0
V011784,C002196,Mahindra,Scorpio,2015,REG-V-011784,597000.0
V011785,C007064,Honda,Civic,2015,REG-V-011785,400000.0
V011786,C000799,Honda,Amaze,2021,REG-V-011786,901000.0
V011787,C001579,Mahindra,Scorpio,2020,REG-V-011787,619000.0
V011788,C003247,Hyundai,Venue,2020,REG-V-011788,731000.0
V011789,C004738,Mahindra,Scorpio,2025,REG-V-011789,1319000.0
V011790,C001809,Volkswagen,Polo,2020,REG-V-011790,1268000.0
V011791,C001118,Tata,Harrier,2018,REG-V-011791,712000.0
V011792,C005709,Kia,Seltos,2016,REG-V-011792,936000.0
V011793,C004136,Maruti Suzuki,Baleno,2020,REG-V-011793,595000.0
V011794,C004180,Honda,City,2020,REG-V-011794,946000.0
V011795,C003060,Kia,Carens,2020,REG-V-011795,1064000.0
V011796,C003722,Mahindra,Scorpio,2019,REG-V-011796,746000.0
V011797,C001843,Volkswagen,Taigun,2017,REG-V-011797,631000.0
V011798,C002708,Volkswagen,Polo,2014,REG-V-011798,710000.0
V011799,C005459,Toyota,Fortuner,2023,REG-V-011799,2025000.0
V011800,C005261,Mahindra,Bolero,2019,REG-V-011800,944000.0
V011801,C009108,Volkswagen,Taigun,2022,REG-V-011801,1153000.0
V011802,C008365,Toyota,Innova,2019,REG-V-011802,2237000.0
V011803,C000067,Tata,Tiago,2016,REG-V-011803,464000.0
V011804,C002316,Maruti Suzuki,Brezza,2014,REG-V-011804,367000.0
V011805,C008937,Hyundai,Creta,2020,REG-V-011805,840000.0
V011806,C003134,Kia,Sonet,2022,REG-V-011806,1381000.0
V011807,C004816,Tata,Punch,2017,REG-V-011807,407000.0
V011808,C006796,Honda,Civic,2015,REG-V-011808,405000.0
V011809,C005470,Tata,Tiago,2024,REG-V-011809,674000.0
V011810,C000050,Tata,Punch,2015,REG-V-011810,362000.0
V011811,C002077,Hyundai,i20,2016,REG-V-011811,585000.0
V011812,C001013,Mahindra,Bolero,2020,REG-V-011812,1710000.0
V011813,C001674,Volkswagen,Polo,2019,REG-V-011813,987000.0
V011814,C001463,Toyota,Innova,2022,REG-V-011814,1596000.0
V011815,C006272,Tata,Harrier,2020,REG-V-011815,716000.0
V011816,C004082,Tata,Harrier,2020,REG-V-011816,610000.0
V011817,C000691,Tata,Tiago,2020,REG-V-011817,745000.0
V011818,C000836,Volkswagen,Virtus,2025,REG-V-011818,1397000.0
V011819,C009513,Toyota,Innova,2016,REG-V-011819,934000.0
V011820,C001539,Volkswagen,Virtus,2012,REG-V-011820,392000.0
V011821,C002555,Mahindra,Bolero,2018,REG-V-011821,1284000.0
V011822,C005785,Hyundai,Creta,2023,REG-V-011822,1268000.0
V011823,C001878,Mahindra,XUV300,2015,REG-V-011823,775000.0
V011824,C001985,Hyundai,Verna,2024,REG-V-011824,818000.0
V011825,C000752,Hyundai,i10,2019,REG-V-011825,947000.0
V011826,C009808,Mahindra,XUV300,2016,REG-V-011826,578000.0
V011827,C006103,Honda,Civic,2015,REG-V-011827,713000.0
V011828,C005344,Tata,Altroz,2014,REG-V-011828,361000.0
V011829,C008946,Honda,Amaze,2021,REG-V-011829,987000.0
V011830,C005982,Volkswagen,Polo,2020,REG-V-011830,865000.0
V011831,C002645,Mahindra,XUV700,2018,REG-V-011831,1286000.0
V011832,C004763,Mahindra,Scorpio,2024,REG-V-011832,1056000.0
V011833,C004815,Volkswagen,Polo,2024,REG-V-011833,1323000.0
V011834,C004000,Mahindra,XUV300,2020,REG-V-011834,907000.0
V011835,C007603,Tata,Tiago,2023,REG-V-011835,1180000.0
V011836,C001097,Honda,Civic,2014,REG-V-011836,332000.0
V011837,C001587,Toyota,Fortuner,2013,REG-V-011837,811000.0
V011838,C003733,Honda,Civic,2015,REG-V-011838,540000.0
V011839,C000735,Honda,Amaze,2025,REG-V-011839,1164000.0
V011840,C009877,Tata,Harrier,2019,REG-V-011840,402000.0
V011841,C005005,Mahindra,XUV700,2019,REG-V-011841,627000.0
V011842,C000517,Honda,Civic,2022,REG-V-011842,1160000.0
V011843,C006123,Maruti Suzuki,Swift,2023,REG-V-011843,462000.0
V011844,C007883,Tata,Altroz,2024,REG-V-011844,866000.0
V011845,C004092,Mahindra,Scorpio,2016,REG-V-011845,590000.0
V011846,C004842,Kia,Sonet,2014,REG-V-011846,682000.0
V011847,C007048,Mahindra,Bolero,2016,REG-V-011847,540000.0
V011848,C002361,Tata,Tiago,2023,REG-V-011848,705000.0
V011849,C006014,Tata,Harrier,2023,REG-V-011849,877000.0
V011850,C006347,Hyundai,i10,2013,REG-V-011850,248000.0
V011851,C008107,Tata,Harrier,2022,REG-V-011851,646000.0
V011852,C008966,Toyota,Fortuner,2014,REG-V-011852,1124000.0
V011853,C009429,Volkswagen,Virtus,2016,REG-V-011853,556000.0
V011854,C001266,Toyota,Fortuner,2020,REG-V-011854,1533000.0
V011855,C008211,Hyundai,Creta,2016,REG-V-011855,343000.0
V011856,C006802,Toyota,Innova,2013,REG-V-011856,823000.0
V011857,C003713,Volkswagen,Polo,2021,REG-V-011857,824000.0
V011858,C009260,Kia,Carens,2013,REG-V-011858,345000.0
V011859,C008636,Toyota,Glanza,2025,REG-V-011859,3348000.0
V011860,C007814,Kia,Sonet,2024,REG-V-011860,1812000.0
V011861,C000596,Mahindra,XUV300,2025,REG-V-011861,2032000.0
V011862,C001763,Honda,Amaze,2012,REG-V-011862,618000.0
V011863,C009220,Volkswagen,Polo,2021,REG-V-011863,936000.0
V011864,C009819,Mahindra,XUV300,2020,REG-V-011864,1613000.0
V011865,C002769,Volkswagen,Virtus,2013,REG-V-011865,445000.0
V011866,C002770,Volkswagen,Polo,2019,REG-V-011866,1187000.0
V011867,C006148,Tata,Harrier,2014,REG-V-011867,372000.0
V011868,C000778,Toyota,Fortuner,2022,REG-V-011868,1664000.0
V011869,C005991,Tata,Punch,2024,REG-V-011869,991000.0
V011870,C009687,Hyundai,Creta,2016,REG-V-011870,716000.0
V011871,C002956,Tata,Altroz,2022,REG-V-011871,1119000.0
V011872,C007492,Volkswagen,Taigun,2023,REG-V-011872,864000.0
V011873,C005288,Tata,Altroz,2024,REG-V-011873,690000.0
V011874,C002858,Maruti Suzuki,Swift,2013,REG-V-011874,306000.0
V011875,C004139,Kia,Sonet,2013,REG-V-011875,722000.0
V011876,C005550,Tata,Altroz,2024,REG-V-011876,1394000.0
V011877,C007689,Honda,Amaze,2022,REG-V-011877,1009000.0
V011878,C005445,Toyota,Glanza,2018,REG-V-011878,878000.0
V011879,C009288,Toyota,Glanza,2022,REG-V-011879,1707000.0
